#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
   437   0.241355E-09  -0.818506E-11   0.356336E-11   0.978328E-09  -0.818506E-11   0.252953E-11   0.547385E-12   0.115719E-12   0.356336E-11   0.547385E-12   0.172926E-07   0.360539E-05   0.978328E-09   0.115719E-12   0.360539E-05   0.251045E-02
   438   0.242405E-09  -0.833087E-11   0.347559E-11   0.973324E-09  -0.833087E-11   0.250919E-11   0.549304E-12   0.113128E-12   0.347559E-11   0.549304E-12   0.172333E-07   0.359860E-05   0.973324E-09   0.113128E-12   0.359860E-05   0.251079E-02
   439   0.243484E-09  -0.847230E-11   0.338897E-11   0.968353E-09  -0.847230E-11   0.248852E-11   0.551051E-12   0.110557E-12   0.338897E-11   0.551051E-12   0.171742E-07   0.359184E-05   0.968353E-09   0.110557E-12   0.359184E-05   0.251114E-02
   440   0.244590E-09  -0.860931E-11   0.330353E-11   0.963414E-09  -0.860931E-11   0.246753E-11   0.552615E-12   0.108004E-12   0.330353E-11   0.552615E-12   0.171154E-07   0.358508E-05   0.963414E-09   0.108004E-12   0.358508E-05   0.251147E-02
   441   0.245724E-09  -0.874186E-11   0.321931E-11   0.958508E-09  -0.874186E-11   0.244625E-11   0.553990E-12   0.105470E-12   0.321931E-11   0.553990E-12   0.170569E-07   0.357835E-05   0.958508E-09   0.105470E-12   0.357835E-05   0.251180E-02
   442   0.246881E-09  -0.886990E-11   0.313635E-11   0.953635E-09  -0.886990E-11   0.242467E-11   0.555164E-12   0.102952E-12   0.313635E-11   0.555164E-12   0.169987E-07   0.357163E-05   0.953635E-09   0.102952E-12   0.357163E-05   0.251212E-02
   443   0.248064E-09  -0.899338E-11   0.305468E-11   0.948795E-09  -0.899338E-11   0.240281E-11   0.556131E-12   0.100449E-12   0.305468E-11   0.556131E-12   0.169407E-07   0.356492E-05   0.948795E-09   0.100449E-12   0.356492E-05   0.251244E-02
   444   0.249269E-09  -0.911227E-11   0.297436E-11   0.943988E-09  -0.911227E-11   0.238069E-11   0.556879E-12   0.979610E-13   0.297436E-11   0.556879E-12   0.168829E-07   0.355823E-05   0.943988E-09   0.979610E-13   0.355823E-05   0.251276E-02
   445   0.250495E-09  -0.922653E-11   0.289540E-11   0.939214E-09  -0.922653E-11   0.235829E-11   0.557402E-12   0.954860E-13   0.289540E-11   0.557402E-12   0.168255E-07   0.355156E-05   0.939214E-09   0.954860E-13   0.355156E-05   0.251306E-02
   446   0.251742E-09  -0.933612E-11   0.281786E-11   0.934472E-09  -0.933612E-11   0.233567E-11   0.557688E-12   0.930232E-13   0.281786E-11   0.557688E-12   0.167683E-07   0.354490E-05   0.934472E-09   0.930232E-13   0.354490E-05   0.251337E-02
   447   0.253009E-09  -0.944104E-11   0.274177E-11   0.929764E-09  -0.944104E-11   0.231280E-11   0.557731E-12   0.905713E-13   0.274177E-11   0.557731E-12   0.167113E-07   0.353826E-05   0.929764E-09   0.905713E-13   0.353826E-05   0.251367E-02
   448   0.254297E-09  -0.954126E-11   0.266716E-11   0.925089E-09  -0.954126E-11   0.228972E-11   0.557519E-12   0.881291E-13   0.266716E-11   0.557519E-12   0.166546E-07   0.353163E-05   0.925089E-09   0.881291E-13   0.353163E-05   0.251396E-02
   449   0.255603E-09  -0.963677E-11   0.259408E-11   0.920447E-09  -0.963677E-11   0.226642E-11   0.557046E-12   0.856956E-13   0.259408E-11   0.557046E-12   0.165982E-07   0.352502E-05   0.920447E-09   0.856956E-13   0.352502E-05   0.251425E-02
   450   0.256926E-09  -0.972755E-11   0.252257E-11   0.915838E-09  -0.972755E-11   0.224293E-11   0.556301E-12   0.832696E-13   0.252257E-11   0.556301E-12   0.165420E-07   0.351842E-05   0.915838E-09   0.832696E-13   0.351842E-05   0.251453E-02
   451   0.258268E-09  -0.981358E-11   0.245265E-11   0.911262E-09  -0.981358E-11   0.221925E-11   0.555278E-12   0.808502E-13   0.245265E-11   0.555278E-12   0.164861E-07   0.351184E-05   0.911262E-09   0.808502E-13   0.351184E-05   0.251481E-02
   452   0.259626E-09  -0.989485E-11   0.238431E-11   0.906719E-09  -0.989485E-11   0.219540E-11   0.553981E-12   0.784374E-13   0.238431E-11   0.553981E-12   0.164304E-07   0.350528E-05   0.906719E-09   0.784374E-13   0.350528E-05   0.251509E-02
   453   0.261000E-09  -0.997131E-11   0.231753E-11   0.902208E-09  -0.997131E-11   0.217139E-11   0.552417E-12   0.760314E-13   0.231753E-11   0.552417E-12   0.163750E-07   0.349873E-05   0.902208E-09   0.760314E-13   0.349873E-05   0.251536E-02
   454   0.262388E-09  -0.100429E-10   0.225229E-11   0.897730E-09  -0.100429E-10   0.214723E-11   0.550592E-12   0.736324E-13   0.225229E-11   0.550592E-12   0.163199E-07   0.349219E-05   0.897730E-09   0.736324E-13   0.349219E-05   0.251563E-02
   455   0.263789E-09  -0.101097E-10   0.218858E-11   0.893283E-09  -0.101097E-10   0.212293E-11   0.548514E-12   0.712408E-13   0.218858E-11   0.548514E-12   0.162649E-07   0.348568E-05   0.893283E-09   0.712408E-13   0.348568E-05   0.251589E-02
   456   0.265202E-09  -0.101716E-10   0.212637E-11   0.888868E-09  -0.101716E-10   0.209851E-11   0.546187E-12   0.688568E-13   0.212637E-11   0.546187E-12   0.162103E-07   0.347917E-05   0.888868E-09   0.688568E-13   0.347917E-05   0.251615E-02
   457   0.266625E-09  -0.102287E-10   0.206564E-11   0.884484E-09  -0.102287E-10   0.207396E-11   0.543620E-12   0.664805E-13   0.206564E-11   0.543620E-12   0.161558E-07   0.347268E-05   0.884484E-09   0.664805E-13   0.347268E-05   0.251640E-02
   458   0.268057E-09  -0.102807E-10   0.200638E-11   0.880131E-09  -0.102807E-10   0.204932E-11   0.540818E-12   0.641123E-13   0.200638E-11   0.540818E-12   0.161017E-07   0.346621E-05   0.880131E-09   0.641123E-13   0.346621E-05   0.251666E-02
   459   0.269496E-09  -0.103279E-10   0.194855E-11   0.875809E-09  -0.103279E-10   0.202459E-11   0.537788E-12   0.617524E-13   0.194855E-11   0.537788E-12   0.160477E-07   0.345976E-05   0.875809E-09   0.617524E-13   0.345976E-05   0.251690E-02
   460   0.270943E-09  -0.103701E-10   0.189215E-11   0.871516E-09  -0.103701E-10   0.199978E-11   0.534537E-12   0.594010E-13   0.189215E-11   0.534537E-12   0.159940E-07   0.345331E-05   0.871516E-09   0.594010E-13   0.345331E-05   0.251714E-02
   461   0.272395E-09  -0.104073E-10   0.183714E-11   0.867254E-09  -0.104073E-10   0.197491E-11   0.531071E-12   0.570583E-13   0.183714E-11   0.531071E-12   0.159406E-07   0.344689E-05   0.867254E-09   0.570583E-13   0.344689E-05   0.251738E-02
   462   0.273855E-09  -0.104397E-10   0.178352E-11   0.863021E-09  -0.104397E-10   0.194999E-11   0.527397E-12   0.547247E-13   0.178352E-11   0.527397E-12   0.158874E-07   0.344048E-05   0.863021E-09   0.547247E-13   0.344048E-05   0.251762E-02
   463   0.275319E-09  -0.104673E-10   0.173126E-11   0.858817E-09  -0.104673E-10   0.192505E-11   0.523521E-12   0.524003E-13   0.173126E-11   0.523521E-12   0.158344E-07   0.343409E-05   0.858817E-09   0.524003E-13   0.343409E-05   0.251785E-02
   464   0.276789E-09  -0.104900E-10   0.168034E-11   0.854641E-09  -0.104900E-10   0.190009E-11   0.519450E-12   0.500854E-13   0.168034E-11   0.519450E-12   0.157817E-07   0.342771E-05   0.854641E-09   0.500854E-13   0.342771E-05   0.251808E-02
   465   0.278263E-09  -0.105079E-10   0.163074E-11   0.850495E-09  -0.105079E-10   0.187513E-11   0.515191E-12   0.477802E-13   0.163074E-11   0.515191E-12   0.157292E-07   0.342135E-05   0.850495E-09   0.477802E-13   0.342135E-05   0.251830E-02
   466   0.279741E-09  -0.105211E-10   0.158244E-11   0.846376E-09  -0.105211E-10   0.185017E-11   0.510750E-12   0.454850E-13   0.158244E-11   0.510750E-12   0.156769E-07   0.341500E-05   0.846376E-09   0.454850E-13   0.341500E-05   0.251852E-02
   467   0.281222E-09  -0.105294E-10   0.153542E-11   0.842285E-09  -0.105294E-10   0.182526E-11   0.506133E-12   0.432000E-13   0.153542E-11   0.506133E-12   0.156249E-07   0.340867E-05   0.842285E-09   0.432000E-13   0.340867E-05   0.251874E-02
   468   0.282703E-09  -0.105330E-10   0.148967E-11   0.838222E-09  -0.105330E-10   0.180038E-11   0.501347E-12   0.409255E-13   0.148967E-11   0.501347E-12   0.155731E-07   0.340235E-05   0.838222E-09   0.409255E-13   0.340235E-05   0.251895E-02
   469   0.284186E-09  -0.105319E-10   0.144515E-11   0.834186E-09  -0.105319E-10   0.177555E-11   0.496400E-12   0.386617E-13   0.144515E-11   0.496400E-12   0.155215E-07   0.339606E-05   0.834186E-09   0.386617E-13   0.339606E-05   0.251916E-02
   470   0.285667E-09  -0.105260E-10   0.140185E-11   0.830176E-09  -0.105260E-10   0.175078E-11   0.491296E-12   0.364088E-13   0.140185E-11   0.491296E-12   0.154702E-07   0.338977E-05   0.830176E-09   0.364088E-13   0.338977E-05   0.251936E-02
   471   0.287145E-09  -0.105153E-10   0.135975E-11   0.826193E-09  -0.105153E-10   0.172609E-11   0.486044E-12   0.341671E-13   0.135975E-11   0.486044E-12   0.154191E-07   0.338351E-05   0.826193E-09   0.341671E-13   0.338351E-05   0.251957E-02
   472   0.288620E-09  -0.105000E-10   0.131884E-11   0.822237E-09  -0.105000E-10   0.170150E-11   0.480648E-12   0.319368E-13   0.131884E-11   0.480648E-12   0.153682E-07   0.337726E-05   0.822237E-09   0.319368E-13   0.337726E-05   0.251976E-02
   473   0.290090E-09  -0.104799E-10   0.127908E-11   0.818306E-09  -0.104799E-10   0.167702E-11   0.475117E-12   0.297182E-13   0.127908E-11   0.475117E-12   0.153176E-07   0.337102E-05   0.818306E-09   0.297182E-13   0.337102E-05   0.251996E-02
   474   0.291555E-09  -0.104552E-10   0.124046E-11   0.814400E-09  -0.104552E-10   0.165264E-11   0.469457E-12   0.275115E-13   0.124046E-11   0.469457E-12   0.152671E-07   0.336480E-05   0.814400E-09   0.275115E-13   0.336480E-05   0.252015E-02
   475   0.293014E-09  -0.104258E-10   0.120296E-11   0.810519E-09  -0.104258E-10   0.162840E-11   0.463673E-12   0.253169E-13   0.120296E-11   0.463673E-12   0.152169E-07   0.335860E-05   0.810519E-09   0.253169E-13   0.335860E-05   0.252034E-02
   476   0.294466E-09  -0.103917E-10   0.116656E-11   0.806664E-09  -0.103917E-10   0.160431E-11   0.457773E-12   0.231348E-13   0.116656E-11   0.457773E-12   0.151670E-07   0.335241E-05   0.806664E-09   0.231348E-13   0.335241E-05   0.252053E-02
   477   0.295911E-09  -0.103531E-10   0.113124E-11   0.802832E-09  -0.103531E-10   0.158038E-11   0.451764E-12   0.209652E-13   0.113124E-11   0.451764E-12   0.151172E-07   0.334624E-05   0.802832E-09   0.209652E-13   0.334624E-05   0.252071E-02
   478   0.297348E-09  -0.103100E-10   0.109698E-11   0.799025E-09  -0.103100E-10   0.155662E-11   0.445651E-12   0.188085E-13   0.109698E-11   0.445651E-12   0.150677E-07   0.334009E-05   0.799025E-09   0.188085E-13   0.334009E-05   0.252089E-02
   479   0.298779E-09  -0.102624E-10   0.106376E-11   0.795242E-09  -0.102624E-10   0.153305E-11   0.439442E-12   0.166650E-13   0.106376E-11   0.439442E-12   0.150184E-07   0.333395E-05   0.795242E-09   0.166650E-13   0.333395E-05   0.252106E-02
   480   0.300199E-09  -0.102104E-10   0.103156E-11   0.791482E-09  -0.102104E-10   0.150969E-11   0.433142E-12   0.145348E-13   0.103156E-11   0.433142E-12   0.149693E-07   0.332783E-05   0.791482E-09   0.145348E-13   0.332783E-05   0.252124E-02
   481   0.301611E-09  -0.101540E-10   0.100035E-11   0.787745E-09  -0.101540E-10   0.148653E-11   0.426759E-12   0.124182E-13   0.100035E-11   0.426759E-12   0.149204E-07   0.332172E-05   0.787745E-09   0.124182E-13   0.332172E-05   0.252141E-02
   482   0.303012E-09  -0.100933E-10   0.970126E-12   0.784031E-09  -0.100933E-10   0.146361E-11   0.420300E-12   0.103154E-13   0.970126E-12   0.420300E-12   0.148718E-07   0.331563E-05   0.784031E-09   0.103154E-13   0.331563E-05   0.252158E-02
   483   0.304401E-09  -0.100283E-10   0.940859E-12   0.780339E-09  -0.100283E-10   0.144092E-11   0.413769E-12   0.822673E-14   0.940859E-12   0.413769E-12   0.148233E-07   0.330956E-05   0.780339E-09   0.822673E-14   0.330956E-05   0.252174E-02
   484   0.305777E-09  -0.995903E-11   0.912530E-12   0.776669E-09  -0.995903E-11   0.141850E-11   0.407175E-12   0.615236E-14   0.912530E-12   0.407175E-12   0.147751E-07   0.330351E-05   0.776669E-09   0.615236E-14   0.330351E-05   0.252190E-02
   485   0.307138E-09  -0.988556E-11   0.885119E-12   0.773022E-09  -0.988556E-11   0.139635E-11   0.400524E-12   0.409256E-14   0.885119E-12   0.400524E-12   0.147271E-07   0.329747E-05   0.773022E-09   0.409256E-14   0.329747E-05   0.252206E-02
   486   0.308486E-09  -0.980795E-11   0.858606E-12   0.769395E-09  -0.980795E-11   0.137447E-11   0.393822E-12   0.204757E-14   0.858606E-12   0.393822E-12   0.146793E-07   0.329144E-05   0.769395E-09   0.204757E-14   0.329144E-05   0.252222E-02
   487   0.309817E-09  -0.972623E-11   0.832971E-12   0.765790E-09  -0.972623E-11   0.135288E-11   0.387076E-12   0.176209E-16   0.832971E-12   0.387076E-12   0.146317E-07   0.328543E-05   0.765790E-09   0.176209E-16   0.328543E-05   0.252237E-02
   488   0.311131E-09  -0.964047E-11   0.808194E-12   0.762205E-09  -0.964047E-11   0.133161E-11   0.380293E-12  -0.199704E-14   0.808194E-12   0.380293E-12   0.145843E-07   0.327944E-05   0.762205E-09  -0.199704E-14   0.327944E-05   0.252252E-02
   489   0.312430E-09  -0.955075E-11   0.784255E-12   0.758641E-09  -0.955075E-11   0.131065E-11   0.373478E-12  -0.399617E-14   0.784255E-12   0.373478E-12   0.145371E-07   0.327347E-05   0.758641E-09  -0.399617E-14   0.327347E-05   0.252267E-02
   490   0.313710E-09  -0.945712E-11   0.761133E-12   0.755097E-09  -0.945712E-11   0.129003E-11   0.366639E-12  -0.597953E-14   0.761133E-12   0.366639E-12   0.144901E-07   0.326751E-05   0.755097E-09  -0.597953E-14   0.326751E-05   0.252282E-02
   491   0.314972E-09  -0.935967E-11   0.738809E-12   0.751572E-09  -0.935967E-11   0.126976E-11   0.359782E-12  -0.794687E-14   0.738809E-12   0.359782E-12   0.144433E-07   0.326157E-05   0.751572E-09  -0.794687E-14   0.326157E-05   0.252296E-02
   492   0.316217E-09  -0.925843E-11   0.717262E-12   0.748067E-09  -0.925843E-11   0.124983E-11   0.352914E-12  -0.989797E-14   0.717262E-12   0.352914E-12   0.143968E-07   0.325565E-05   0.748067E-09  -0.989797E-14   0.325565E-05   0.252310E-02
   493   0.317444E-09  -0.915350E-11   0.696473E-12   0.744581E-09  -0.915350E-11   0.123027E-11   0.346041E-12  -0.118326E-13   0.696473E-12   0.346041E-12   0.143504E-07   0.324974E-05   0.744581E-09  -0.118326E-13   0.324974E-05   0.252324E-02
   494   0.318651E-09  -0.904492E-11   0.676420E-12   0.741114E-09  -0.904492E-11   0.121110E-11   0.339170E-12  -0.137504E-13   0.676420E-12   0.339170E-12   0.143043E-07   0.324385E-05   0.741114E-09  -0.137504E-13   0.324385E-05   0.252338E-02
   495   0.319839E-09  -0.893279E-11   0.657084E-12   0.737665E-09  -0.893279E-11   0.119233E-11   0.332308E-12  -0.156513E-13   0.657084E-12   0.332308E-12   0.142583E-07   0.323797E-05   0.737665E-09  -0.156513E-13   0.323797E-05   0.252351E-02
   496   0.321007E-09  -0.881716E-11   0.638445E-12   0.734234E-09  -0.881716E-11   0.117395E-11   0.325460E-12  -0.175350E-13   0.638445E-12   0.325460E-12   0.142125E-07   0.323212E-05   0.734234E-09  -0.175350E-13   0.323212E-05   0.252365E-02
   497   0.322153E-09  -0.869810E-11   0.620483E-12   0.730821E-09  -0.869810E-11   0.115600E-11   0.318634E-12  -0.194012E-13   0.620483E-12   0.318634E-12   0.141670E-07   0.322627E-05   0.730821E-09  -0.194012E-13   0.322627E-05   0.252377E-02
   498   0.323278E-09  -0.857570E-11   0.603177E-12   0.727425E-09  -0.857570E-11   0.113847E-11   0.311836E-12  -0.212496E-13   0.603177E-12   0.311836E-12   0.141216E-07   0.322045E-05   0.727425E-09  -0.212496E-13   0.322045E-05   0.252390E-02
   499   0.324379E-09  -0.845002E-11   0.586508E-12   0.724046E-09  -0.845002E-11   0.112137E-11   0.305072E-12  -0.230802E-13   0.586508E-12   0.305072E-12   0.140765E-07   0.321464E-05   0.724046E-09  -0.230802E-13   0.321464E-05   0.252403E-02
   500   0.325457E-09  -0.832112E-11   0.570455E-12   0.720685E-09  -0.832112E-11   0.110474E-11   0.298350E-12  -0.248925E-13   0.570455E-12   0.298350E-12   0.140315E-07   0.320885E-05   0.720685E-09  -0.248925E-13   0.320885E-05   0.252415E-02
   501   0.326510E-09  -0.818910E-11   0.555001E-12   0.717339E-09  -0.818910E-11   0.108856E-11   0.291675E-12  -0.266865E-13   0.555001E-12   0.291675E-12   0.139867E-07   0.320308E-05   0.717339E-09  -0.266865E-13   0.320308E-05   0.252427E-02
   502   0.327538E-09  -0.805404E-11   0.540138E-12   0.714010E-09  -0.805404E-11   0.107286E-11   0.285046E-12  -0.284622E-13   0.540138E-12   0.285046E-12   0.139421E-07   0.319732E-05   0.714010E-09  -0.284622E-13   0.319732E-05   0.252439E-02
   503   0.328540E-09  -0.791601E-11   0.525861E-12   0.710697E-09  -0.791601E-11   0.105763E-11   0.278464E-12  -0.302198E-13   0.525861E-12   0.278464E-12   0.138977E-07   0.319158E-05   0.710697E-09  -0.302198E-13   0.319158E-05   0.252451E-02
   504   0.329516E-09  -0.777513E-11   0.512166E-12   0.707399E-09  -0.777513E-11   0.104292E-11   0.271927E-12  -0.319594E-13   0.512166E-12   0.271927E-12   0.138535E-07   0.318586E-05   0.707399E-09  -0.319594E-13   0.318586E-05   0.252463E-02
   505   0.330467E-09  -0.763148E-11   0.499048E-12   0.704118E-09  -0.763148E-11   0.102870E-11   0.265436E-12  -0.336810E-13   0.499048E-12   0.265436E-12   0.138095E-07   0.318015E-05   0.704118E-09  -0.336810E-13   0.318015E-05   0.252474E-02
   506   0.331392E-09  -0.748514E-11   0.486501E-12   0.700853E-09  -0.748514E-11   0.101499E-11   0.258989E-12  -0.353850E-13   0.486501E-12   0.258989E-12   0.137657E-07   0.317446E-05   0.700853E-09  -0.353850E-13   0.317446E-05   0.252485E-02
   507   0.332291E-09  -0.733622E-11   0.474521E-12   0.697604E-09  -0.733622E-11   0.100182E-11   0.252585E-12  -0.370714E-13   0.474521E-12   0.252585E-12   0.137220E-07   0.316879E-05   0.697604E-09  -0.370714E-13   0.316879E-05   0.252496E-02
   508   0.333163E-09  -0.718479E-11   0.463103E-12   0.694370E-09  -0.718479E-11   0.989188E-12   0.246224E-12  -0.387403E-13   0.463103E-12   0.246224E-12   0.136786E-07   0.316313E-05   0.694370E-09  -0.387403E-13   0.316313E-05   0.252507E-02
   509   0.334007E-09  -0.703096E-11   0.452242E-12   0.691152E-09  -0.703096E-11   0.977104E-12   0.239905E-12  -0.403920E-13   0.452242E-12   0.239905E-12   0.136353E-07   0.315749E-05   0.691152E-09  -0.403920E-13   0.315749E-05   0.252517E-02
   510   0.334825E-09  -0.687482E-11   0.441933E-12   0.687949E-09  -0.687482E-11   0.965576E-12   0.233628E-12  -0.420265E-13   0.441933E-12   0.233628E-12   0.135922E-07   0.315187E-05   0.687949E-09  -0.420265E-13   0.315187E-05   0.252528E-02
   511   0.335614E-09  -0.671646E-11   0.432172E-12   0.684762E-09  -0.671646E-11   0.954614E-12   0.227392E-12  -0.436440E-13   0.432172E-12   0.227392E-12   0.135493E-07   0.314626E-05   0.684762E-09  -0.436440E-13   0.314626E-05   0.252538E-02
   512   0.336377E-09  -0.655596E-11   0.422953E-12   0.681590E-09  -0.655596E-11   0.944225E-12   0.221195E-12  -0.452446E-13   0.422953E-12   0.221195E-12   0.135066E-07   0.314067E-05   0.681590E-09  -0.452446E-13   0.314067E-05   0.252548E-02
   513   0.337110E-09  -0.639343E-11   0.414271E-12   0.678433E-09  -0.639343E-11   0.934419E-12   0.215038E-12  -0.468284E-13   0.414271E-12   0.215038E-12   0.134641E-07   0.313510E-05   0.678433E-09  -0.468284E-13   0.313510E-05   0.252557E-02
   514   0.337815E-09  -0.622895E-11   0.406122E-12   0.675291E-09  -0.622895E-11   0.925205E-12   0.208920E-12  -0.483957E-13   0.406122E-12   0.208920E-12   0.134218E-07   0.312954E-05   0.675291E-09  -0.483957E-13   0.312954E-05   0.252567E-02
   515   0.338490E-09  -0.606262E-11   0.398500E-12   0.672164E-09  -0.606262E-11   0.916589E-12   0.202839E-12  -0.499465E-13   0.398500E-12   0.202839E-12   0.133796E-07   0.312400E-05   0.672164E-09  -0.499465E-13   0.312400E-05   0.252576E-02
   516   0.339137E-09  -0.589454E-11   0.391402E-12   0.669052E-09  -0.589454E-11   0.908581E-12   0.196796E-12  -0.514811E-13   0.391402E-12   0.196796E-12   0.133376E-07   0.311848E-05   0.669052E-09  -0.514811E-13   0.311848E-05   0.252585E-02
   517   0.339754E-09  -0.572480E-11   0.384821E-12   0.665955E-09  -0.572480E-11   0.901187E-12   0.190789E-12  -0.529994E-13   0.384821E-12   0.190789E-12   0.132958E-07   0.311297E-05   0.665955E-09  -0.529994E-13   0.311297E-05   0.252594E-02
   518   0.340340E-09  -0.555350E-11   0.378754E-12   0.662872E-09  -0.555350E-11   0.894416E-12   0.184818E-12  -0.545017E-13   0.378754E-12   0.184818E-12   0.132542E-07   0.310748E-05   0.662872E-09  -0.545017E-13   0.310748E-05   0.252603E-02
   519   0.340896E-09  -0.538074E-11   0.373194E-12   0.659804E-09  -0.538074E-11   0.888274E-12   0.178882E-12  -0.559882E-13   0.373194E-12   0.178882E-12   0.132128E-07   0.310200E-05   0.659804E-09  -0.559882E-13   0.310200E-05   0.252611E-02
   520   0.341420E-09  -0.520661E-11   0.368138E-12   0.656751E-09  -0.520661E-11   0.882769E-12   0.172981E-12  -0.574589E-13   0.368138E-12   0.172981E-12   0.131715E-07   0.309655E-05   0.656751E-09  -0.574589E-13   0.309655E-05   0.252619E-02
   521   0.341913E-09  -0.503122E-11   0.363580E-12   0.653712E-09  -0.503122E-11   0.877907E-12   0.167113E-12  -0.589139E-13   0.363580E-12   0.167113E-12   0.131304E-07   0.309110E-05   0.653712E-09  -0.589139E-13   0.309110E-05   0.252627E-02
   522   0.342375E-09  -0.485466E-11   0.359515E-12   0.650687E-09  -0.485466E-11   0.873696E-12   0.161278E-12  -0.603536E-13   0.359515E-12   0.161278E-12   0.130895E-07   0.308568E-05   0.650687E-09  -0.603536E-13   0.308568E-05   0.252635E-02
   523   0.342803E-09  -0.467703E-11   0.355940E-12   0.647676E-09  -0.467703E-11   0.870142E-12   0.155476E-12  -0.617779E-13   0.355940E-12   0.155476E-12   0.130488E-07   0.308027E-05   0.647676E-09  -0.617779E-13   0.308027E-05   0.252642E-02
   524   0.343200E-09  -0.449844E-11   0.352847E-12   0.644679E-09  -0.449844E-11   0.867248E-12   0.149705E-12  -0.631870E-13   0.352847E-12   0.149705E-12   0.130083E-07   0.307488E-05   0.644679E-09  -0.631870E-13   0.307488E-05   0.252649E-02
   525   0.343565E-09  -0.431897E-11   0.350234E-12   0.641697E-09  -0.431897E-11   0.865020E-12   0.143965E-12  -0.645811E-13   0.350234E-12   0.143965E-12   0.129679E-07   0.306950E-05   0.641697E-09  -0.645811E-13   0.306950E-05   0.252656E-02
   526   0.343898E-09  -0.413872E-11   0.348095E-12   0.638728E-09  -0.413872E-11   0.863462E-12   0.138255E-12  -0.659603E-13   0.348095E-12   0.138255E-12   0.129277E-07   0.306414E-05   0.638728E-09  -0.659603E-13   0.306414E-05   0.252663E-02
   527   0.344200E-09  -0.395780E-11   0.346424E-12   0.635773E-09  -0.395780E-11   0.862578E-12   0.132574E-12  -0.673247E-13   0.346424E-12   0.132574E-12   0.128877E-07   0.305880E-05   0.635773E-09  -0.673247E-13   0.305880E-05   0.252669E-02
   528   0.344469E-09  -0.377631E-11   0.345218E-12   0.632832E-09  -0.377631E-11   0.862375E-12   0.126923E-12  -0.686746E-13   0.345218E-12   0.126923E-12   0.128478E-07   0.305347E-05   0.632832E-09  -0.686746E-13   0.305347E-05   0.252676E-02
   529   0.344707E-09  -0.359433E-11   0.344471E-12   0.629904E-09  -0.359433E-11   0.862855E-12   0.121299E-12  -0.700099E-13   0.344471E-12   0.121299E-12   0.128081E-07   0.304816E-05   0.629904E-09  -0.700099E-13   0.304816E-05   0.252682E-02
   530   0.344913E-09  -0.341199E-11   0.344178E-12   0.626990E-09  -0.341199E-11   0.864022E-12   0.115703E-12  -0.713309E-13   0.344178E-12   0.115703E-12   0.127686E-07   0.304286E-05   0.626990E-09  -0.713309E-13   0.304286E-05   0.252688E-02
   531   0.345087E-09  -0.322937E-11   0.344335E-12   0.624089E-09  -0.322937E-11   0.865880E-12   0.110134E-12  -0.726378E-13   0.344335E-12   0.110134E-12   0.127293E-07   0.303758E-05   0.624089E-09  -0.726378E-13   0.303758E-05   0.252693E-02
   532   0.345229E-09  -0.304662E-11   0.344936E-12   0.621201E-09  -0.304662E-11   0.868430E-12   0.104590E-12  -0.739305E-13   0.344936E-12   0.104590E-12   0.126901E-07   0.303232E-05   0.621201E-09  -0.739305E-13   0.303232E-05   0.252698E-02
   533   0.345340E-09  -0.286380E-11   0.345977E-12   0.618326E-09  -0.286380E-11   0.871676E-12   0.990721E-13  -0.752094E-13   0.345977E-12   0.990721E-13   0.126511E-07   0.302707E-05   0.618326E-09  -0.752094E-13   0.302707E-05   0.252703E-02
   534   0.345418E-09  -0.268104E-11   0.347452E-12   0.615465E-09  -0.268104E-11   0.875621E-12   0.935784E-13  -0.764745E-13   0.347452E-12   0.935784E-13   0.126122E-07   0.302184E-05   0.615465E-09  -0.764745E-13   0.302184E-05   0.252708E-02
   535   0.345464E-09  -0.249844E-11   0.349358E-12   0.612617E-09  -0.249844E-11   0.880269E-12   0.881086E-13  -0.777260E-13   0.349358E-12   0.881086E-13   0.125736E-07   0.301663E-05   0.612617E-09  -0.777260E-13   0.301663E-05   0.252713E-02
   536   0.345478E-09  -0.231612E-11   0.351689E-12   0.609781E-09  -0.231612E-11   0.885621E-12   0.826619E-13  -0.789640E-13   0.351689E-12   0.826619E-13   0.125351E-07   0.301143E-05   0.609781E-09  -0.789640E-13   0.301143E-05   0.252717E-02
   537   0.345460E-09  -0.213416E-11   0.354439E-12   0.606958E-09  -0.213416E-11   0.891678E-12   0.772376E-13  -0.801887E-13   0.354439E-12   0.772376E-13   0.124967E-07   0.300624E-05   0.606958E-09  -0.801887E-13   0.300624E-05   0.252721E-02
   538   0.345411E-09  -0.195268E-11   0.357605E-12   0.604148E-09  -0.195268E-11   0.898442E-12   0.718351E-13  -0.814002E-13   0.357605E-12   0.718351E-13   0.124585E-07   0.300108E-05   0.604148E-09  -0.814002E-13   0.300108E-05   0.252725E-02
   539   0.345330E-09  -0.177177E-11   0.361181E-12   0.601351E-09  -0.177177E-11   0.905913E-12   0.664536E-13  -0.825986E-13   0.361181E-12   0.664536E-13   0.124205E-07   0.299593E-05   0.601351E-09  -0.825986E-13   0.299593E-05   0.252728E-02
