#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
   285   0.619372E-09   0.147472E-10   0.261599E-10   0.202448E-08   0.147472E-10   0.872159E-12   0.283845E-12   0.248770E-12   0.261599E-10   0.283845E-12   0.410963E-07   0.502929E-05   0.202448E-08   0.248770E-12   0.502929E-05   0.277620E-02
   286   0.615129E-09   0.148659E-10   0.259311E-10   0.201433E-08   0.148659E-10   0.893179E-12   0.287648E-12   0.243783E-12   0.259311E-10   0.287648E-12   0.409279E-07   0.502165E-05   0.201433E-08   0.243783E-12   0.502165E-05   0.278238E-02
   287   0.610856E-09   0.149802E-10   0.257039E-10   0.200425E-08   0.149802E-10   0.914437E-12   0.291416E-12   0.238776E-12   0.257039E-10   0.291416E-12   0.407605E-07   0.501402E-05   0.200425E-08   0.238776E-12   0.501402E-05   0.278851E-02
   288   0.606554E-09   0.150902E-10   0.254783E-10   0.199423E-08   0.150902E-10   0.935928E-12   0.295150E-12   0.233763E-12   0.254783E-10   0.295150E-12   0.405941E-07   0.500641E-05   0.199423E-08   0.233763E-12   0.500641E-05   0.279459E-02
   289   0.602223E-09   0.151958E-10   0.252543E-10   0.198428E-08   0.151958E-10   0.957648E-12   0.298853E-12   0.228753E-12   0.252543E-10   0.298853E-12   0.404287E-07   0.499881E-05   0.198428E-08   0.228753E-12   0.499881E-05   0.280061E-02
   290   0.597867E-09   0.152969E-10   0.250319E-10   0.197440E-08   0.152969E-10   0.979592E-12   0.302527E-12   0.223759E-12   0.250319E-10   0.302527E-12   0.402644E-07   0.499122E-05   0.197440E-08   0.223759E-12   0.499122E-05   0.280658E-02
   291   0.593485E-09   0.153935E-10   0.248112E-10   0.196458E-08   0.153935E-10   0.100176E-11   0.306174E-12   0.218792E-12   0.248112E-10   0.306174E-12   0.401011E-07   0.498365E-05   0.196458E-08   0.218792E-12   0.498365E-05   0.281248E-02
   292   0.589079E-09   0.154856E-10   0.245920E-10   0.195483E-08   0.154856E-10   0.102412E-11   0.309796E-12   0.213863E-12   0.245920E-10   0.309796E-12   0.399388E-07   0.497607E-05   0.195483E-08   0.213863E-12   0.497607E-05   0.281832E-02
   293   0.584651E-09   0.155731E-10   0.243743E-10   0.194513E-08   0.155731E-10   0.104670E-11   0.313396E-12   0.208983E-12   0.243743E-10   0.313396E-12   0.397775E-07   0.496850E-05   0.194513E-08   0.208983E-12   0.496850E-05   0.282409E-02
   294   0.580202E-09   0.156559E-10   0.241583E-10   0.193550E-08   0.156559E-10   0.106948E-11   0.316976E-12   0.204165E-12   0.241583E-10   0.316976E-12   0.396172E-07   0.496094E-05   0.193550E-08   0.204165E-12   0.496094E-05   0.282980E-02
   295   0.575732E-09   0.157340E-10   0.239438E-10   0.192593E-08   0.157340E-10   0.109245E-11   0.320538E-12   0.199419E-12   0.239438E-10   0.320538E-12   0.394579E-07   0.495336E-05   0.192593E-08   0.199419E-12   0.495336E-05   0.283543E-02
   296   0.571243E-09   0.158073E-10   0.237308E-10   0.191642E-08   0.158073E-10   0.111561E-11   0.324083E-12   0.194758E-12   0.237308E-10   0.324083E-12   0.392995E-07   0.494579E-05   0.191642E-08   0.194758E-12   0.494579E-05   0.284100E-02
   297   0.566736E-09   0.158756E-10   0.235194E-10   0.190696E-08   0.158756E-10   0.113894E-11   0.327615E-12   0.190191E-12   0.235194E-10   0.327615E-12   0.391421E-07   0.493820E-05   0.190696E-08   0.190191E-12   0.493820E-05   0.284649E-02
   298   0.562213E-09   0.159391E-10   0.233096E-10   0.189756E-08   0.159391E-10   0.116244E-11   0.331136E-12   0.185731E-12   0.233096E-10   0.331136E-12   0.389856E-07   0.493060E-05   0.189756E-08   0.185731E-12   0.493060E-05   0.285190E-02
   299   0.557676E-09   0.159978E-10   0.231013E-10   0.188822E-08   0.159978E-10   0.118611E-11   0.334647E-12   0.181390E-12   0.231013E-10   0.334647E-12   0.388300E-07   0.492299E-05   0.188822E-08   0.181390E-12   0.492299E-05   0.285723E-02
   300   0.553125E-09   0.160514E-10   0.228945E-10   0.187893E-08   0.160514E-10   0.120993E-11   0.338150E-12   0.177178E-12   0.228945E-10   0.338150E-12   0.386754E-07   0.491537E-05   0.187893E-08   0.177178E-12   0.491537E-05   0.286248E-02
   301   0.548562E-09   0.161001E-10   0.226892E-10   0.186970E-08   0.161001E-10   0.123392E-11   0.341649E-12   0.173107E-12   0.226892E-10   0.341649E-12   0.385217E-07   0.490772E-05   0.186970E-08   0.173107E-12   0.490772E-05   0.286765E-02
   302   0.543990E-09   0.161439E-10   0.224854E-10   0.186052E-08   0.161439E-10   0.125804E-11   0.345145E-12   0.169186E-12   0.224854E-10   0.345145E-12   0.383689E-07   0.490005E-05   0.186052E-08   0.169186E-12   0.490005E-05   0.287272E-02
   303   0.539409E-09   0.161826E-10   0.222832E-10   0.185139E-08   0.161826E-10   0.128230E-11   0.348635E-12   0.165415E-12   0.222832E-10   0.348635E-12   0.382170E-07   0.489236E-05   0.185139E-08   0.165415E-12   0.489236E-05   0.287772E-02
   304   0.534822E-09   0.162164E-10   0.220824E-10   0.184231E-08   0.162164E-10   0.130670E-11   0.352118E-12   0.161792E-12   0.220824E-10   0.352118E-12   0.380659E-07   0.488464E-05   0.184231E-08   0.161792E-12   0.488464E-05   0.288263E-02
   305   0.530230E-09   0.162452E-10   0.218831E-10   0.183328E-08   0.162452E-10   0.133122E-11   0.355592E-12   0.158315E-12   0.218831E-10   0.355592E-12   0.379158E-07   0.487690E-05   0.183328E-08   0.158315E-12   0.487690E-05   0.288745E-02
   306   0.525633E-09   0.162688E-10   0.216852E-10   0.182431E-08   0.162688E-10   0.135586E-11   0.359054E-12   0.154981E-12   0.216852E-10   0.359054E-12   0.377665E-07   0.486914E-05   0.182431E-08   0.154981E-12   0.486914E-05   0.289219E-02
   307   0.521034E-09   0.162874E-10   0.214889E-10   0.181538E-08   0.162874E-10   0.138061E-11   0.362503E-12   0.151788E-12   0.214889E-10   0.362503E-12   0.376181E-07   0.486135E-05   0.181538E-08   0.151788E-12   0.486135E-05   0.289684E-02
   308   0.516435E-09   0.163009E-10   0.212939E-10   0.180650E-08   0.163009E-10   0.140547E-11   0.365935E-12   0.148733E-12   0.212939E-10   0.365935E-12   0.374705E-07   0.485354E-05   0.180650E-08   0.148733E-12   0.485354E-05   0.290141E-02
   309   0.511836E-09   0.163094E-10   0.211004E-10   0.179767E-08   0.163094E-10   0.143042E-11   0.369350E-12   0.145815E-12   0.211004E-10   0.369350E-12   0.373238E-07   0.484570E-05   0.179767E-08   0.145815E-12   0.484570E-05   0.290589E-02
   310   0.507237E-09   0.163127E-10   0.209083E-10   0.178889E-08   0.163127E-10   0.145544E-11   0.372744E-12   0.143031E-12   0.209083E-10   0.372744E-12   0.371780E-07   0.483784E-05   0.178889E-08   0.143031E-12   0.483784E-05   0.291030E-02
   311   0.502643E-09   0.163108E-10   0.207177E-10   0.178016E-08   0.163108E-10   0.148055E-11   0.376116E-12   0.140379E-12   0.207177E-10   0.376116E-12   0.370330E-07   0.482995E-05   0.178016E-08   0.140379E-12   0.482995E-05   0.291462E-02
   312   0.498052E-09   0.163038E-10   0.205284E-10   0.177148E-08   0.163038E-10   0.150572E-11   0.379464E-12   0.137857E-12   0.205284E-10   0.379464E-12   0.368888E-07   0.482203E-05   0.177148E-08   0.137857E-12   0.482203E-05   0.291885E-02
   313   0.493467E-09   0.162916E-10   0.203405E-10   0.176284E-08   0.162916E-10   0.153096E-11   0.382784E-12   0.135462E-12   0.203405E-10   0.382784E-12   0.367454E-07   0.481408E-05   0.176284E-08   0.135462E-12   0.481408E-05   0.292301E-02
   314   0.488889E-09   0.162742E-10   0.201540E-10   0.175425E-08   0.162742E-10   0.155624E-11   0.386076E-12   0.133192E-12   0.201540E-10   0.386076E-12   0.366029E-07   0.480611E-05   0.175425E-08   0.133192E-12   0.480611E-05   0.292708E-02
   315   0.484318E-09   0.162516E-10   0.199688E-10   0.174570E-08   0.162516E-10   0.158155E-11   0.389336E-12   0.131044E-12   0.199688E-10   0.389336E-12   0.364612E-07   0.479811E-05   0.174570E-08   0.131044E-12   0.479811E-05   0.293108E-02
   316   0.479758E-09   0.162239E-10   0.197850E-10   0.173720E-08   0.162239E-10   0.160692E-11   0.392563E-12   0.129017E-12   0.197850E-10   0.392563E-12   0.363203E-07   0.479008E-05   0.173720E-08   0.129017E-12   0.479008E-05   0.293499E-02
   317   0.475209E-09   0.161910E-10   0.196025E-10   0.172874E-08   0.161910E-10   0.163229E-11   0.395755E-12   0.127109E-12   0.196025E-10   0.395755E-12   0.361801E-07   0.478202E-05   0.172874E-08   0.127109E-12   0.478202E-05   0.293882E-02
   318   0.470673E-09   0.161530E-10   0.194214E-10   0.172032E-08   0.161530E-10   0.165768E-11   0.398909E-12   0.125316E-12   0.194214E-10   0.398909E-12   0.360408E-07   0.477393E-05   0.172032E-08   0.125316E-12   0.477393E-05   0.294258E-02
   319   0.466150E-09   0.161097E-10   0.192416E-10   0.171195E-08   0.161097E-10   0.168308E-11   0.402023E-12   0.123637E-12   0.192416E-10   0.402023E-12   0.359022E-07   0.476580E-05   0.171195E-08   0.123637E-12   0.476580E-05   0.294625E-02
   320   0.461641E-09   0.160614E-10   0.190631E-10   0.170363E-08   0.160614E-10   0.170848E-11   0.405095E-12   0.122070E-12   0.190631E-10   0.405095E-12   0.357645E-07   0.475765E-05   0.170363E-08   0.122070E-12   0.475765E-05   0.294985E-02
   321   0.457151E-09   0.160080E-10   0.188859E-10   0.169534E-08   0.160080E-10   0.173387E-11   0.408123E-12   0.120611E-12   0.188859E-10   0.408123E-12   0.356274E-07   0.474947E-05   0.169534E-08   0.120611E-12   0.474947E-05   0.295336E-02
   322   0.452676E-09   0.159493E-10   0.187099E-10   0.168710E-08   0.159493E-10   0.175923E-11   0.411104E-12   0.119259E-12   0.187099E-10   0.411104E-12   0.354912E-07   0.474126E-05   0.168710E-08   0.119259E-12   0.474126E-05   0.295680E-02
   323   0.448222E-09   0.158856E-10   0.185353E-10   0.167889E-08   0.158856E-10   0.178456E-11   0.414037E-12   0.118012E-12   0.185353E-10   0.414037E-12   0.353557E-07   0.473301E-05   0.167889E-08   0.118012E-12   0.473301E-05   0.296016E-02
   324   0.443787E-09   0.158169E-10   0.183619E-10   0.167073E-08   0.158169E-10   0.180985E-11   0.416919E-12   0.116867E-12   0.183619E-10   0.416919E-12   0.352210E-07   0.472473E-05   0.167073E-08   0.116867E-12   0.472473E-05   0.296345E-02
   325   0.439373E-09   0.157430E-10   0.181897E-10   0.166261E-08   0.157430E-10   0.183509E-11   0.419748E-12   0.115822E-12   0.181897E-10   0.419748E-12   0.350870E-07   0.471642E-05   0.166261E-08   0.115822E-12   0.471642E-05   0.296666E-02
   326   0.434982E-09   0.156642E-10   0.180188E-10   0.165453E-08   0.156642E-10   0.186027E-11   0.422522E-12   0.114875E-12   0.180188E-10   0.422522E-12   0.349537E-07   0.470808E-05   0.165453E-08   0.114875E-12   0.470808E-05   0.296979E-02
   327   0.430615E-09   0.155802E-10   0.178491E-10   0.164648E-08   0.155802E-10   0.188538E-11   0.425239E-12   0.114023E-12   0.178491E-10   0.425239E-12   0.348211E-07   0.469970E-05   0.164648E-08   0.114023E-12   0.469970E-05   0.297285E-02
   328   0.426273E-09   0.154913E-10   0.176807E-10   0.163848E-08   0.154913E-10   0.191041E-11   0.427899E-12   0.113265E-12   0.176807E-10   0.427899E-12   0.346893E-07   0.469129E-05   0.163848E-08   0.113265E-12   0.469129E-05   0.297583E-02
   329   0.421957E-09   0.153975E-10   0.175134E-10   0.163051E-08   0.153975E-10   0.193536E-11   0.430504E-12   0.112598E-12   0.175134E-10   0.430504E-12   0.345582E-07   0.468284E-05   0.163051E-08   0.112598E-12   0.468284E-05   0.297874E-02
   330   0.417669E-09   0.152987E-10   0.173474E-10   0.162258E-08   0.152987E-10   0.196020E-11   0.433054E-12   0.112020E-12   0.173474E-10   0.433054E-12   0.344278E-07   0.467437E-05   0.162258E-08   0.112020E-12   0.467437E-05   0.298158E-02
   331   0.413409E-09   0.151950E-10   0.171826E-10   0.161470E-08   0.151950E-10   0.198493E-11   0.435549E-12   0.111528E-12   0.171826E-10   0.435549E-12   0.342981E-07   0.466586E-05   0.161470E-08   0.111528E-12   0.466586E-05   0.298436E-02
   332   0.409179E-09   0.150864E-10   0.170190E-10   0.160685E-08   0.150864E-10   0.200955E-11   0.437991E-12   0.111122E-12   0.170190E-10   0.437991E-12   0.341692E-07   0.465733E-05   0.160685E-08   0.111122E-12   0.465733E-05   0.298706E-02
   333   0.404980E-09   0.149731E-10   0.168566E-10   0.159904E-08   0.149731E-10   0.203404E-11   0.440380E-12   0.110799E-12   0.168566E-10   0.440380E-12   0.340409E-07   0.464877E-05   0.159904E-08   0.110799E-12   0.464877E-05   0.298971E-02
   334   0.400812E-09   0.148549E-10   0.166954E-10   0.159126E-08   0.148549E-10   0.205839E-11   0.442717E-12   0.110556E-12   0.166954E-10   0.442717E-12   0.339133E-07   0.464019E-05   0.159126E-08   0.110556E-12   0.464019E-05   0.299229E-02
   335   0.396679E-09   0.147321E-10   0.165354E-10   0.158353E-08   0.147321E-10   0.208259E-11   0.445002E-12   0.110392E-12   0.165354E-10   0.445002E-12   0.337863E-07   0.463157E-05   0.158353E-08   0.110392E-12   0.463157E-05   0.299482E-02
   336   0.392580E-09   0.146045E-10   0.163765E-10   0.157584E-08   0.146045E-10   0.210664E-11   0.447237E-12   0.110305E-12   0.163765E-10   0.447237E-12   0.336601E-07   0.462294E-05   0.157584E-08   0.110305E-12   0.462294E-05   0.299729E-02
   337   0.388516E-09   0.144724E-10   0.162189E-10   0.156818E-08   0.144724E-10   0.213052E-11   0.449422E-12   0.110292E-12   0.162189E-10   0.449422E-12   0.335345E-07   0.461428E-05   0.156818E-08   0.110292E-12   0.461428E-05   0.299970E-02
   338   0.384488E-09   0.143357E-10   0.160625E-10   0.156057E-08   0.143357E-10   0.215423E-11   0.451557E-12   0.110351E-12   0.160625E-10   0.451557E-12   0.334096E-07   0.460560E-05   0.156057E-08   0.110351E-12   0.460560E-05   0.300206E-02
   339   0.380498E-09   0.141946E-10   0.159072E-10   0.155299E-08   0.141946E-10   0.217776E-11   0.453645E-12   0.110481E-12   0.159072E-10   0.453645E-12   0.332854E-07   0.459690E-05   0.155299E-08   0.110481E-12   0.459690E-05   0.300437E-02
   340   0.376548E-09   0.140490E-10   0.157531E-10   0.154545E-08   0.140490E-10   0.220110E-11   0.455684E-12   0.110679E-12   0.157531E-10   0.455684E-12   0.331618E-07   0.458818E-05   0.154545E-08   0.110679E-12   0.458818E-05   0.300662E-02
   341   0.372637E-09   0.138990E-10   0.156002E-10   0.153795E-08   0.138990E-10   0.222423E-11   0.457677E-12   0.110942E-12   0.156002E-10   0.457677E-12   0.330389E-07   0.457944E-05   0.153795E-08   0.110942E-12   0.457944E-05   0.300884E-02
   342   0.368766E-09   0.137446E-10   0.154484E-10   0.153049E-08   0.137446E-10   0.224714E-11   0.459623E-12   0.111270E-12   0.154484E-10   0.459623E-12   0.329166E-07   0.457068E-05   0.153049E-08   0.111270E-12   0.457068E-05   0.301100E-02
   343   0.364937E-09   0.135860E-10   0.152979E-10   0.152307E-08   0.135860E-10   0.226983E-11   0.461525E-12   0.111659E-12   0.152979E-10   0.461525E-12   0.327950E-07   0.456190E-05   0.152307E-08   0.111659E-12   0.456190E-05   0.301313E-02
   344   0.361148E-09   0.134230E-10   0.151484E-10   0.151569E-08   0.134230E-10   0.229228E-11   0.463381E-12   0.112109E-12   0.151484E-10   0.463381E-12   0.326740E-07   0.455312E-05   0.151569E-08   0.112109E-12   0.455312E-05   0.301521E-02
   345   0.357402E-09   0.132558E-10   0.150002E-10   0.150834E-08   0.132558E-10   0.231448E-11   0.465193E-12   0.112615E-12   0.150002E-10   0.465193E-12   0.325536E-07   0.454431E-05   0.150834E-08   0.112615E-12   0.454431E-05   0.301725E-02
   346   0.353700E-09   0.130844E-10   0.148531E-10   0.150104E-08   0.130844E-10   0.233642E-11   0.466963E-12   0.113178E-12   0.148531E-10   0.466963E-12   0.324338E-07   0.453549E-05   0.150104E-08   0.113178E-12   0.453549E-05   0.301926E-02
   347   0.350040E-09   0.129089E-10   0.147071E-10   0.149377E-08   0.129089E-10   0.235810E-11   0.468689E-12   0.113794E-12   0.147071E-10   0.468689E-12   0.323147E-07   0.452667E-05   0.149377E-08   0.113794E-12   0.452667E-05   0.302123E-02
   348   0.346426E-09   0.127292E-10   0.145623E-10   0.148655E-08   0.127292E-10   0.237949E-11   0.470374E-12   0.114461E-12   0.145623E-10   0.470374E-12   0.321962E-07   0.451783E-05   0.148655E-08   0.114461E-12   0.451783E-05   0.302317E-02
   349   0.342857E-09   0.125457E-10   0.144186E-10   0.147936E-08   0.125457E-10   0.240060E-11   0.472018E-12   0.115177E-12   0.144186E-10   0.472018E-12   0.320783E-07   0.450898E-05   0.147936E-08   0.115177E-12   0.450898E-05   0.302508E-02
   350   0.339335E-09   0.123582E-10   0.142761E-10   0.147221E-08   0.123582E-10   0.242141E-11   0.473622E-12   0.115941E-12   0.142761E-10   0.473622E-12   0.319610E-07   0.450012E-05   0.147221E-08   0.115941E-12   0.450012E-05   0.302696E-02
   351   0.335861E-09   0.121670E-10   0.141347E-10   0.146510E-08   0.121670E-10   0.244194E-11   0.475186E-12   0.116749E-12   0.141347E-10   0.475186E-12   0.318443E-07   0.449125E-05   0.146510E-08   0.116749E-12   0.449125E-05   0.302882E-02
   352   0.332437E-09   0.119722E-10   0.139945E-10   0.145803E-08   0.119722E-10   0.246216E-11   0.476711E-12   0.117600E-12   0.139945E-10   0.476711E-12   0.317282E-07   0.448238E-05   0.145803E-08   0.117600E-12   0.448238E-05   0.303065E-02
   353   0.329062E-09   0.117738E-10   0.138553E-10   0.145100E-08   0.117738E-10   0.248206E-11   0.478197E-12   0.118492E-12   0.138553E-10   0.478197E-12   0.316127E-07   0.447350E-05   0.145100E-08   0.118492E-12   0.447350E-05   0.303245E-02
   354   0.325737E-09   0.115720E-10   0.137173E-10   0.144401E-08   0.115720E-10   0.250166E-11   0.479641E-12   0.119422E-12   0.137173E-10   0.479641E-12   0.314978E-07   0.446462E-05   0.144401E-08   0.119422E-12   0.446462E-05   0.303424E-02
   355   0.322465E-09   0.113667E-10   0.135804E-10   0.143705E-08   0.113667E-10   0.252092E-11   0.481044E-12   0.120388E-12   0.135804E-10   0.481044E-12   0.313834E-07   0.445573E-05   0.143705E-08   0.120388E-12   0.445573E-05   0.303600E-02
   356   0.319244E-09   0.111581E-10   0.134446E-10   0.143014E-08   0.111581E-10   0.253985E-11   0.482405E-12   0.121387E-12   0.134446E-10   0.482405E-12   0.312696E-07   0.444685E-05   0.143014E-08   0.121387E-12   0.444685E-05   0.303775E-02
   357   0.316076E-09   0.109463E-10   0.133099E-10   0.142326E-08   0.109463E-10   0.255843E-11   0.483722E-12   0.122417E-12   0.133099E-10   0.483722E-12   0.311564E-07   0.443796E-05   0.142326E-08   0.122417E-12   0.443796E-05   0.303948E-02
   358   0.312962E-09   0.107314E-10   0.131762E-10   0.141643E-08   0.107314E-10   0.257666E-11   0.484994E-12   0.123475E-12   0.131762E-10   0.484994E-12   0.310438E-07   0.442907E-05   0.141643E-08   0.123475E-12   0.442907E-05   0.304120E-02
   359   0.309900E-09   0.105132E-10   0.130437E-10   0.140963E-08   0.105132E-10   0.259452E-11   0.486220E-12   0.124559E-12   0.130437E-10   0.486220E-12   0.309318E-07   0.442019E-05   0.140963E-08   0.124559E-12   0.442019E-05   0.304290E-02
   360   0.306893E-09   0.102922E-10   0.129123E-10   0.140288E-08   0.102922E-10   0.261200E-11   0.487401E-12   0.125667E-12   0.129123E-10   0.487401E-12   0.308203E-07   0.441131E-05   0.140288E-08   0.125667E-12   0.441131E-05   0.304459E-02
   361   0.303940E-09   0.100680E-10   0.127819E-10   0.139616E-08   0.100680E-10   0.262910E-11   0.488534E-12   0.126796E-12   0.127819E-10   0.488534E-12   0.307093E-07   0.440244E-05   0.139616E-08   0.126796E-12   0.440244E-05   0.304627E-02
   362   0.301041E-09   0.984104E-11   0.126526E-10   0.138949E-08   0.984104E-11   0.264581E-11   0.489618E-12   0.127944E-12   0.126526E-10   0.489618E-12   0.305989E-07   0.439357E-05   0.138949E-08   0.127944E-12   0.439357E-05   0.304794E-02
   363   0.298199E-09   0.961128E-11   0.125243E-10   0.138285E-08   0.961128E-11   0.266211E-11   0.490653E-12   0.129108E-12   0.125243E-10   0.490653E-12   0.304891E-07   0.438471E-05   0.138285E-08   0.129108E-12   0.438471E-05   0.304961E-02
   364   0.295411E-09   0.937886E-11   0.123971E-10   0.137625E-08   0.937886E-11   0.267802E-11   0.491638E-12   0.130286E-12   0.123971E-10   0.491638E-12   0.303798E-07   0.437586E-05   0.137625E-08   0.130286E-12   0.437586E-05   0.305127E-02
   365   0.292681E-09   0.914386E-11   0.122709E-10   0.136970E-08   0.914386E-11   0.269350E-11   0.492571E-12   0.131476E-12   0.122709E-10   0.492571E-12   0.302711E-07   0.436702E-05   0.136970E-08   0.131476E-12   0.436702E-05   0.305293E-02
   366   0.290008E-09   0.890641E-11   0.121458E-10   0.136318E-08   0.890641E-11   0.270857E-11   0.493452E-12   0.132674E-12   0.121458E-10   0.493452E-12   0.301629E-07   0.435818E-05   0.136318E-08   0.132674E-12   0.435818E-05   0.305458E-02
   367   0.287392E-09   0.866660E-11   0.120217E-10   0.135671E-08   0.866660E-11   0.272321E-11   0.494280E-12   0.133880E-12   0.120217E-10   0.494280E-12   0.300552E-07   0.434937E-05   0.135671E-08   0.133880E-12   0.434937E-05   0.305624E-02
   368   0.284834E-09   0.842453E-11   0.118986E-10   0.135027E-08   0.842453E-11   0.273740E-11   0.495054E-12   0.135089E-12   0.118986E-10   0.495054E-12   0.299480E-07   0.434056E-05   0.135027E-08   0.135089E-12   0.434056E-05   0.305789E-02
   369   0.282333E-09   0.818032E-11   0.117766E-10   0.134388E-08   0.818032E-11   0.275118E-11   0.495772E-12   0.136301E-12   0.117766E-10   0.495772E-12   0.298414E-07   0.433178E-05   0.134388E-08   0.136301E-12   0.433178E-05   0.305955E-02
   370   0.279892E-09   0.793404E-11   0.116556E-10   0.133752E-08   0.793404E-11   0.276449E-11   0.496434E-12   0.137512E-12   0.116556E-10   0.496434E-12   0.297353E-07   0.432300E-05   0.133752E-08   0.137512E-12   0.432300E-05   0.306121E-02
   371   0.277508E-09   0.768582E-11   0.115355E-10   0.133121E-08   0.768582E-11   0.277736E-11   0.497040E-12   0.138720E-12   0.115355E-10   0.497040E-12   0.296297E-07   0.431425E-05   0.133121E-08   0.138720E-12   0.431425E-05   0.306288E-02
   372   0.275184E-09   0.743574E-11   0.114165E-10   0.132493E-08   0.743574E-11   0.278977E-11   0.497587E-12   0.139922E-12   0.114165E-10   0.497587E-12   0.295247E-07   0.430552E-05   0.132493E-08   0.139922E-12   0.430552E-05   0.306455E-02
   373   0.272919E-09   0.718392E-11   0.112985E-10   0.131870E-08   0.718392E-11   0.280172E-11   0.498075E-12   0.141117E-12   0.112985E-10   0.498075E-12   0.294201E-07   0.429680E-05   0.131870E-08   0.141117E-12   0.429680E-05   0.306624E-02
   374   0.270714E-09   0.693046E-11   0.111814E-10   0.131251E-08   0.693046E-11   0.281320E-11   0.498504E-12   0.142302E-12   0.111814E-10   0.498504E-12   0.293161E-07   0.428811E-05   0.131251E-08   0.142302E-12   0.428811E-05   0.306793E-02
   375   0.268567E-09   0.667544E-11   0.110653E-10   0.130636E-08   0.667544E-11   0.282422E-11   0.498871E-12   0.143474E-12   0.110653E-10   0.498871E-12   0.292125E-07   0.427944E-05   0.130636E-08   0.143474E-12   0.427944E-05   0.306964E-02
   376   0.266480E-09   0.641898E-11   0.109502E-10   0.130025E-08   0.641898E-11   0.283474E-11   0.499176E-12   0.144630E-12   0.109502E-10   0.499176E-12   0.291095E-07   0.427080E-05   0.130025E-08   0.144630E-12   0.427080E-05   0.307136E-02
   377   0.264453E-09   0.616117E-11   0.108361E-10   0.129418E-08   0.616117E-11   0.284479E-11   0.499419E-12   0.145770E-12   0.108361E-10   0.499419E-12   0.290070E-07   0.426218E-05   0.129418E-08   0.145770E-12   0.426218E-05   0.307310E-02
   378   0.262485E-09   0.590211E-11   0.107229E-10   0.128815E-08   0.590211E-11   0.285434E-11   0.499601E-12   0.146891E-12   0.107229E-10   0.499601E-12   0.289049E-07   0.425358E-05   0.128815E-08   0.146891E-12   0.425358E-05   0.307485E-02
   379   0.260578E-09   0.564190E-11   0.106107E-10   0.128217E-08   0.564190E-11   0.286339E-11   0.499723E-12   0.147994E-12   0.106107E-10   0.499723E-12   0.288033E-07   0.424502E-05   0.128217E-08   0.147994E-12   0.424502E-05   0.307662E-02
   380   0.258732E-09   0.538065E-11   0.104995E-10   0.127622E-08   0.538065E-11   0.287193E-11   0.499786E-12   0.149076E-12   0.104995E-10   0.499786E-12   0.287023E-07   0.423648E-05   0.127622E-08   0.149076E-12   0.423648E-05   0.307840E-02
   381   0.256945E-09   0.511845E-11   0.103892E-10   0.127032E-08   0.511845E-11   0.287997E-11   0.499793E-12   0.150138E-12   0.103892E-10   0.499793E-12   0.286017E-07   0.422797E-05   0.127032E-08   0.150138E-12   0.422797E-05   0.308020E-02
   382   0.255219E-09   0.485540E-11   0.102799E-10   0.126445E-08   0.485540E-11   0.288747E-11   0.499744E-12   0.151179E-12   0.102799E-10   0.499744E-12   0.285015E-07   0.421948E-05   0.126445E-08   0.151179E-12   0.421948E-05   0.308202E-02
   383   0.253554E-09   0.459162E-11   0.101715E-10   0.125863E-08   0.459162E-11   0.289447E-11   0.499641E-12   0.152197E-12   0.101715E-10   0.499641E-12   0.284019E-07   0.421103E-05   0.125863E-08   0.152197E-12   0.421103E-05   0.308385E-02
   384   0.251949E-09   0.432723E-11   0.100641E-10   0.125284E-08   0.432723E-11   0.290094E-11   0.499486E-12   0.153192E-12   0.100641E-10   0.499486E-12   0.283027E-07   0.420260E-05   0.125284E-08   0.153192E-12   0.420260E-05   0.308570E-02
   385   0.250404E-09   0.406231E-11   0.995760E-11   0.124709E-08   0.406231E-11   0.290689E-11   0.499281E-12   0.154164E-12   0.995760E-11   0.499281E-12   0.282040E-07   0.419421E-05   0.124709E-08   0.154164E-12   0.419421E-05   0.308757E-02
   386   0.248919E-09   0.379702E-11   0.985206E-11   0.124139E-08   0.379702E-11   0.291232E-11   0.499025E-12   0.155111E-12   0.985206E-11   0.499025E-12   0.281058E-07   0.418585E-05   0.124139E-08   0.155111E-12   0.418585E-05   0.308945E-02
   387   0.247495E-09   0.353144E-11   0.974748E-11   0.123572E-08   0.353144E-11   0.291722E-11   0.498722E-12   0.156033E-12   0.974748E-11   0.498722E-12   0.280080E-07   0.417752E-05   0.123572E-08   0.156033E-12   0.417752E-05   0.309135E-02
   388   0.246131E-09   0.326569E-11   0.964383E-11   0.123010E-08   0.326569E-11   0.292161E-11   0.498373E-12   0.156928E-12   0.964383E-11   0.498373E-12   0.279107E-07   0.416922E-05   0.123010E-08   0.156928E-12   0.416922E-05   0.309327E-02
   389   0.244826E-09   0.299988E-11   0.954113E-11   0.122451E-08   0.299988E-11   0.292546E-11   0.497979E-12   0.157797E-12   0.954113E-11   0.497979E-12   0.278139E-07   0.416095E-05   0.122451E-08   0.157797E-12   0.416095E-05   0.309521E-02
   390   0.243581E-09   0.273413E-11   0.943936E-11   0.121896E-08   0.273413E-11   0.292880E-11   0.497542E-12   0.158638E-12   0.943936E-11   0.497542E-12   0.277175E-07   0.415272E-05   0.121896E-08   0.158638E-12   0.415272E-05   0.309716E-02
